Name,Visitor Clicks,Total Clicks,Bounce Rate
bigdaddybeauty,1,1,0.0
glassybaby,0,2,1.0
nuance,0,4,1.0
rallysportdirect,0,3,1.0
exclusivelyweddings,0,1,1.0
thesolemates,1,2,0.5
healthnews,0,1,1.0
runerich,0,1,1.0
nodi,0,1,1.0
highstrungbeads,0,1,1.0
carsonrack,0,1,1.0
voodootactical,0,2,1.0
luisaviaroma,1,5,0.8
naturalwaterscapes,0,1,1.0
loftparty,0,1,1.0
fastweb,0,1,1.0
tennisondvd,0,1,1.0
avistarparking,0,3,1.0
misnopales,0,1,1.0
directdoorhardware,0,1,1.0
everythinq,0,1,1.0
zephyrsports,0,1,1.0
eaglewoodresort,0,1,1.0
eksuccessbrands,0,2,1.0
healthypets,0,3,1.0
puplistings,0,1,1.0
coach,14,67,0.791
learningcompany,0,1,1.0
bankofthewest,0,1,1.0
aramamotoruoptimizasyonu,0,1,1.0
batteryspace,0,1,1.0
flicker90,0,1,1.0
texadelphia,0,1,1.0
thecheesecakefactory,0,4,1.0
hotmoviesales,0,1,1.0
peartreegreetings,0,2,1.0
calvinkleinjeans,0,2,1.0
autopartswarehouse,0,16,1.0
carsoup,0,4,1.0
sleepinn,0,2,1.0
kingfisherflyshop,0,1,1.0
highwayleather,0,1,1.0
rxforbrownskin1,1,1,0.0
epartsandmore,0,1,1.0
nfoservers,1,4,0.75
utrechtart,0,2,1.0
filtersamerica,0,1,1.0
smartbox,0,3,1.0
theboom,0,1,1.0
cyclepedia,0,2,1.0
catherines,0,3,1.0
gumball,0,1,1.0
biggsports,0,1,1.0
fotolia,1,5,0.8
wizardfinger,0,1,1.0
talonix,0,2,1.0
chuaochocolatier,0,1,1.0
fancypawsboutique,0,1,1.0
bahamabreeze,1,1,0.0
advantage,6,17,0.647
3dlasergifts,0,1,1.0
wallypark,1,2,0.5
cjhomeandoffice,0,1,1.0
africansafariwildlifepark,0,1,1.0
gothamcityonline,0,3,1.0
dymocks,0,4,1.0
easyjet,1,7,0.857
lifescomforts,0,1,1.0
midevialtimes,0,1,1.0
meliebianco,0,1,1.0
listia,0,2,1.0
myachi,0,1,1.0
polkadotdesign,0,3,1.0
sentinelrebates,0,1,1.0
styleschecks,2,11,0.818
animecornerstore,0,2,1.0
aaronbrothers,0,3,1.0
kidcruisers,0,1,1.0
paperdirect,0,2,1.0
enom,0,2,1.0
johnspizza,3,14,0.786
jamwearleos,0,1,1.0
blacklabelboutique,0,3,1.0
accuquilt,0,1,1.0
science,0,1,1.0
metrorestyling,0,1,1.0
shope,0,1,1.0
lonelyplanet,0,1,1.0
2000freebies,0,1,1.0
hussainy,0,1,1.0
hotels4u,0,2,1.0
turbotax,0,1,1.0
cybex,0,1,1.0
somaintimates,0,1,1.0
oceanaresorts,0,1,1.0
scrubins,1,1,0.0
towerhobby,0,3,1.0
oemplus,0,1,1.0
thehouseofbachelorette,1,1,0.0
employeeprinting,0,1,1.0
steepplanet,1,2,0.5
searsportrait,3,9,0.667
essentialbeautysupplies,0,1,1.0
telusmobility,0,4,1.0
espnshop,0,4,1.0
icedtime,0,1,1.0
logmein,4,7,0.429
kcsuperstore,0,1,1.0
candlewic,0,1,1.0
jsflyfishing,0,1,1.0
margaritaville,0,4,1.0
ipocketwatches,0,1,1.0
vitalsavings,1,1,0.0
dayspring,0,2,1.0
barrystickets,0,2,1.0
outletbuy,0,1,1.0
baliexist,0,2,1.0
fashionfantasygame,0,2,1.0
chanhassentheatres,0,3,1.0
wrapwithus,0,5,1.0
littlepharo,0,1,1.0
hmdhome,0,1,1.0
splashtownsa,0,2,1.0
glamorose,0,6,1.0
evga,1,1,0.0
terrysvillage,2,8,0.75
fridgefilter,0,1,1.0
womanwithin,5,33,0.848
prettyskin4less,0,1,1.0
anytimeherbal,0,1,1.0
forex,1,2,0.5
scapino,0,1,1.0
mindmint,0,1,1.0
sunbutter,0,2,1.0
alterealitygames,0,1,1.0
revivogen,0,1,1.0
jpressonline,0,1,1.0
alimentacion,0,1,1.0
greatbeginningsonline,0,1,1.0
gourmetgiftbaskets,0,1,1.0
gay,0,4,1.0
laredout,0,1,1.0
cabelas,11,87,0.874
pencity,0,1,1.0
logos2buy,0,1,1.0
wholesalepoint,0,2,1.0
squashgear,0,1,1.0
palaisroyal,0,4,1.0
gameusd,1,4,0.75
1800baloons,0,2,1.0
houseofbeautyworld,0,2,1.0
navigation,0,1,1.0
jncdesigns,0,1,1.0
youwow,0,1,1.0
footlocker,19,70,0.729
thenewenglandtradingcompany,0,1,1.0
gapdotcom,0,1,1.0
theanimalrescuesite,0,2,1.0
merrillshop,1,3,0.667
fifthroommarkets,0,2,1.0
arenastage,0,1,1.0
bodycentral,1,2,0.5
karesskrafters,0,1,1.0
glamourdog,0,1,1.0
fibergourmet,1,6,0.833
freetaxusa,0,1,1.0
stewsgifts,0,2,1.0
bigpond,0,1,1.0
silvershake,0,1,1.0
karaokexpress,0,1,1.0
touchofeurope,0,2,1.0
ataglance,0,2,1.0
anthro,0,2,1.0
sports,0,1,1.0
usatf,0,1,1.0
greenwashball,0,1,1.0
hqhair,0,2,1.0
safaribooksonline,0,5,1.0
suppz,0,1,1.0
pennandteller,0,2,1.0
discovermoab,0,1,1.0
reflectionsofdance,0,1,1.0
symantec,5,21,0.762
goodsync,0,1,1.0
motherandchild,0,1,1.0
onlinekeystore,0,1,1.0
brookstone,1,8,0.875
duraceldirect,0,1,1.0
martronicnet,0,1,1.0
theoriginalmudrun,0,1,1.0
discountlabels,0,1,1.0
cases,1,3,0.667
goodsamclub,0,1,1.0
abchome,0,1,1.0
deepdiscount,2,10,0.8
frooglebuys,0,1,1.0
511tactical,1,6,0.833
kroger,2,3,0.333
hbogo,0,2,1.0
carabella,0,1,1.0
greenherbcafe,0,1,1.0
1800marryme,0,1,1.0
jaqobsstore,0,1,1.0
starcrest,0,2,1.0
mariabingo,0,3,1.0
sonicscrubber,0,1,1.0
coastalbusiness,1,2,0.5
evitaminstore,0,1,1.0
sourpussclothing,0,5,1.0
sparklingearth,0,3,1.0
portpromotions,0,2,1.0
abcunderwear,0,1,1.0
publiclabel,0,2,1.0
geeks,1,5,0.8
francescascollections,0,3,1.0
mobiledjnetwork,0,1,1.0
kaskeykids,0,1,1.0
goorin,0,5,1.0
philadelphiaeagles,0,1,1.0
afccny,0,1,1.0
makotoautotrends,0,1,1.0
regmovies,0,2,1.0
chicmotherandbaby,0,1,1.0
puresleep,0,3,1.0
jetblue,5,21,0.762
jpcycles,0,3,1.0
waysidegardens,0,1,1.0
inthisveryroom,0,1,1.0
partselect,0,2,1.0
oldspice,0,1,1.0
littlepassports,0,1,1.0
hitrunscore,0,2,1.0
eautopartsdirect,0,1,1.0
discountphotogifts,0,1,1.0
backcountryoutlet,0,3,1.0
matsmatsmats,1,1,0.0
sundance,0,3,1.0
etremegeek,0,1,1.0
merimobiles,0,2,1.0
nonieofbeverlyhills,0,1,1.0
giftsofloveanddevotion,0,1,1.0
atmel,0,2,1.0
fairhavenhealth,0,2,1.0
taxslayer,0,1,1.0
bestmakeupandbeautytips,0,1,1.0
ritzcamera,0,1,1.0
macxdvd,1,1,0.0
umdstores,0,1,1.0
sfly,0,1,1.0
thesourcecc,0,2,1.0
jaguars,0,1,1.0
rhinomart,0,1,1.0
metrostyle,1,11,0.909
figis,3,5,0.4
sportandsupplements,0,2,1.0
bigtimekicks,0,2,1.0
kimtees,0,1,1.0
clocksmall,0,1,1.0
mindtraining,0,1,1.0
mysexfilms,0,1,1.0
genejuarez,0,5,1.0
kundupappa,0,1,1.0
poshgirlvintage,0,1,1.0
babysupermarket,0,1,1.0
theartisticreation,0,1,1.0
killerjerseys,0,1,1.0
greatclips,8,44,0.818
oasisy,0,1,1.0
weforia,0,2,1.0
lagoom,0,1,1.0
frangrance,0,2,1.0
idealsbooks,0,1,1.0
isoldelingerie,0,1,1.0
mskfilm,0,1,1.0
checkpoints,0,2,1.0
romanticwings,0,1,1.0
iwhic,0,1,1.0
vertbaudet,0,1,1.0
jessiemay,0,1,1.0
aircraftspruce,0,1,1.0
famsf,0,1,1.0
mmapitear,0,2,1.0
coffeegiant,0,3,1.0
terapiaa,0,1,1.0
fiftyflowers,1,2,0.5
directbicycleparts,0,1,1.0
kidsplates,0,1,1.0
jawad1,0,1,1.0
tiffstreats,0,1,1.0
keywestbutterfly,0,1,1.0
vtc,0,2,1.0
eset,0,2,1.0
wildfiretrading,0,1,1.0
kjordan,1,6,0.833
designsbystephene,0,2,1.0
priesters,0,1,1.0
greenlightoffice,0,2,1.0
trigosamine,1,3,0.667
livesuperfoods,0,2,1.0
rusticwildlifedecor,0,1,1.0
roomstore,0,1,1.0
whirlpool,0,2,1.0
mimiscafe,1,2,0.5
veritasprep,0,1,1.0
bernat,0,2,1.0
facroycard,0,1,1.0
mackleyengraving,0,1,1.0
fnikeshopping,0,1,1.0
thomaskinkade,0,2,1.0
doors4home,0,1,1.0
identitychecks,0,2,1.0
lasermax,0,4,1.0
myrxglasses,0,1,1.0
originalpenguin,0,2,1.0
itshot,0,1,1.0
moma,0,1,1.0
kidsmagicalwonder,0,1,1.0
epicdental,0,3,1.0
netgrocer,0,1,1.0
newports,0,1,1.0
name,1,4,0.75
warehouseskateboards,0,5,1.0
europeandesign,0,1,1.0
heroarts,0,1,1.0
aleks,0,2,1.0
thefusionboutique,1,3,0.667
hadleyhost,0,1,1.0
myjewelrybid,0,1,1.0
pauljrdesigns,1,2,0.5
cjbanks,0,4,1.0
andysautosport,1,6,0.833
swiftink,0,1,1.0
zooprinting,0,1,1.0
amazingjakes,0,1,1.0
estore,0,4,1.0
saveoncrafts,0,1,1.0
govisitromania,0,1,1.0
getsyncd,0,1,1.0
desicardealer,0,1,1.0
nytimesathome,0,5,1.0
buycostumes,1,20,0.95
elephantlist,0,1,1.0
southernbellestore,0,3,1.0
vintageskiworld,0,2,1.0
sotainstruments,0,1,1.0
americanpassport,0,1,1.0
magiccabin,0,1,1.0
trxtraining,0,1,1.0
hathunter,0,1,1.0
spamfighter,0,1,1.0
theswanx,0,1,1.0
carealotpets,0,1,1.0
allyou,0,1,1.0
kegfun,0,1,1.0
jewelrycentral,0,1,1.0
delight,0,1,1.0
zappos,0,29,1.0
mincers,0,1,1.0
heatherbaileystore,0,1,1.0
shophydra,0,1,1.0
lonestarbirdhouses,0,1,1.0
wiley,0,5,1.0
astalavista,0,2,1.0
lovebubbleclothing,0,1,1.0
thenorthface,7,29,0.759
xxxblondewebgirls,0,1,1.0
hulu,8,16,0.5
anytimetrafficschool,0,1,1.0
javascriptenlightenment,0,2,1.0
pixelpraise,1,1,0.0
modes4u,0,1,1.0
prosinthecity,0,2,1.0
yourfertilitydeals,0,3,1.0
scambiocasa,0,1,1.0
softlayer,0,1,1.0
xfactorservers,0,2,1.0
rnrmarathon,0,4,1.0
myknobs,1,3,0.667
lustique,0,1,1.0
petitebaublesboutique,0,1,1.0
lollieshop,0,1,1.0
everythingoutlet,0,1,1.0
frangrencenet,0,1,1.0
theenglishshavingcompany,0,1,1.0
mytopitems,0,1,1.0
gamerewind,0,2,1.0
hayshampers,0,1,1.0
laptopscreen,0,2,1.0
idcure,0,1,1.0
dropshipwebsites,0,1,1.0
tree2mydoor,0,1,1.0
24moviez,0,1,1.0
sztab,0,3,1.0
canidae,1,1,0.0
18004memory,0,1,1.0
hotlinemotosports,0,1,1.0
reduxdirect,1,2,0.5
taylorgifts,0,6,1.0
servsafe,0,8,1.0
gaf,0,2,1.0
handbagbug,0,1,1.0
bobsredmill,0,1,1.0
auctionsniper,0,1,1.0
maxdome,0,1,1.0
slotsofvegas,0,6,1.0
livingnutritionals,0,1,1.0
pinnaclesys,0,1,1.0
suntekstore,0,1,1.0
1000jewelz,0,1,1.0
reclinersplus,0,2,1.0
littleeastbay,0,1,1.0
usseryprinting,0,1,1.0
laptopbatterydepot,0,1,1.0
goertz,0,1,1.0
olympicnationalparks,0,1,1.0
hpbmarketplace,0,1,1.0
elance,0,2,1.0
dreamtimecreations,0,1,1.0
msguccisus,0,1,1.0
appredeem,0,1,1.0
konfidence,0,1,1.0
bookjingle,0,1,1.0
viptickets,0,2,1.0
beadsrfun,0,1,1.0
neatorobotics,0,1,1.0
skincandy,0,1,1.0
jogiadiamonds,0,1,1.0
quotelady,0,1,1.0
musicalmart,0,1,1.0
crestline,0,1,1.0
monstersteel,0,2,1.0
finehomedisplays,1,1,0.0
happyblankie,0,2,1.0
968parkhotel,0,1,1.0
iobit,1,2,0.5
greatplanes,0,1,1.0
springhillnursery,0,1,1.0
driversedonline,0,2,1.0
daisygear,0,1,1.0
friendlyplush,0,1,1.0
hustlerlingerie,0,1,1.0
munnsworldcoffee,0,1,1.0
yoyocrazy,0,1,1.0
fleurdelisfashions,0,1,1.0
graindesign,0,1,1.0
fanzz,0,2,1.0
flychina,0,2,1.0
homedecorators,6,18,0.667
calumet,0,1,1.0
ramelectronics,0,2,1.0
michele,0,1,1.0
moxiepapersandgifts,0,1,1.0
worldsoccershop,2,11,0.818
nashvillepredators,0,1,1.0
tarte,0,1,1.0
mycollegetoys,0,1,1.0
homedepot,34,112,0.696
tacodelmar,0,1,1.0
classictvinfo,0,1,1.0
finewinehouse,0,2,1.0
dollarlogodesign,0,1,1.0
abreva,0,2,1.0
cleure,0,1,1.0
wineboxwarehouse,0,1,1.0
exquisitegiftsonline,0,1,1.0
quallsinvestigations,0,1,1.0
winsgame,0,1,1.0
ephonecard,3,6,0.5
shopplanetblue,1,3,0.667
ziamond,1,2,0.5
stridersports,0,1,1.0
rosatis,0,1,1.0
airsoftgi,3,17,0.824
fastfurnishings,1,2,0.5
networkofsales,0,1,1.0
accstation,0,1,1.0
johnsonspopcorn,0,1,1.0
flashybabes,0,2,1.0
hoover,2,6,0.667
acehardwaresuperstore,2,8,0.75
dartboards,1,2,0.5
maelstromgames,0,2,1.0
wickercentral,1,2,0.5
europeanplates,0,1,1.0
wegelectricalmotors,0,1,1.0
aaronrents,0,1,1.0
ninashoes,0,4,1.0
completetax,0,1,1.0
startribune,0,1,1.0
wishuponagift,0,1,1.0
newyorksafetycouncil,0,1,1.0
lanebyrant,0,1,1.0
fromyourflowers,0,1,1.0
hostgator,1,8,0.875
chopshopstore,0,1,1.0
justinbiebercardboardcutouts,0,1,1.0
jordandesignstudio,0,1,1.0
kitchenkrafts,0,2,1.0
thesatelliteshop,0,1,1.0
molterfitness,0,1,1.0
rootsnbluesnbbq,0,1,1.0
databazaar,0,4,1.0
screaminferret,0,1,1.0
doggievogue,0,1,1.0
omvard,0,1,1.0
hargloco,0,1,1.0
milfbrand,0,1,1.0
pethealthandnutritioncenter,0,1,1.0
labelleschina,0,1,1.0
grasshoppers,0,1,1.0
luxor,3,14,0.786
webmd,0,1,1.0
keenzo,0,2,1.0
digitaljuice,0,2,1.0
myluk,0,1,1.0
mischtook,0,1,1.0
thelittleappfactory,0,2,1.0
lamabra,0,1,1.0
photocenter,0,6,1.0
activedogsupplies,0,2,1.0
meandmyfeet,0,2,1.0
pesihealthcare,0,2,1.0
theessentials,0,2,1.0
justknives101,0,1,1.0
woot,3,8,0.625
woombie,0,1,1.0
lotusscrubs,0,6,1.0
indianapolisseo,0,1,1.0
redoute,0,2,1.0
wagwhimsy,0,1,1.0
feetfirst,0,1,1.0
shopwss,0,2,1.0
madeline,0,1,1.0
haguewaterfilters,0,1,1.0
afterglowcosmetics,0,1,1.0
fashnvia,0,1,1.0
gourmetindulgence,0,1,1.0
oaklandathletics,0,1,1.0
hasbrotoyshop,1,7,0.857
waterworldcalifornia,0,2,1.0
jjgames,0,3,1.0
doheny,0,1,1.0
kinesis,0,1,1.0
lowpriceskates,0,1,1.0
lyndiak,0,1,1.0
ifly,0,2,1.0
horizonfitness,0,1,1.0
royalmailers,0,3,1.0
workoutmusic,0,2,1.0
troundup,0,1,1.0
sysdap,0,2,1.0
androticsdirect,0,1,1.0
fabulousstationery,0,1,1.0
mypix,0,2,1.0
aktrak,0,2,1.0
thebluedoorboutique,0,1,1.0
gocomi,0,1,1.0
beautypedia,0,1,1.0
silvertribe,1,2,0.5
landjenterprises,0,1,1.0
rapha,0,1,1.0
identhd,0,1,1.0
baseballsavings,1,3,0.667
jimmypino,0,1,1.0
directwristbands,1,1,0.0
explorica,0,1,1.0
paper,0,1,1.0
skrewgear,0,1,1.0
bestworldcoins,0,1,1.0
deltahotels,0,3,1.0
autoaccessoriesgarage,0,1,1.0
etoys,0,3,1.0
smartsaver,0,1,1.0
repotme,0,1,1.0
cengagebrain,4,19,0.789
horshow,0,1,1.0
rockingchairs,0,2,1.0
magnetstreet,1,8,0.875
lnt,1,3,0.667
superdry,1,2,0.5
catalyztshopping,0,1,1.0
highmountcompost,0,1,1.0
bluebunny,1,2,0.5
vinfolio,0,3,1.0
mypearsonstore,18,48,0.625
1928,0,1,1.0
travelzoo,0,7,1.0
parkinn,0,1,1.0
atlantathread,0,2,1.0
castleink,0,1,1.0
simplybe,1,2,0.5
nooka,0,1,1.0
elsewares,0,1,1.0
alienware,4,11,0.636
jshuping,0,1,1.0
activeendeavors,0,1,1.0
petsenseoutlet,1,1,0.0
mycountrygiftshop,0,1,1.0
clarins,0,3,1.0
roadid,0,7,1.0
tukshoes,0,1,1.0
rentabikenow,0,1,1.0
triplescoopmusic,0,1,1.0
giftapolis,0,1,1.0
krisarent,0,2,1.0
lailarowe,0,1,1.0
tylos,0,1,1.0
awesometanninglotions,0,1,1.0
qubits,0,1,1.0
econolodge,0,3,1.0
glamourbows,0,1,1.0
zoskinhealth,0,2,1.0
4saleusa,0,1,1.0
onlinetefl,0,1,1.0
mayfest,0,1,1.0
personallyyoursbooks,0,3,1.0
toontowncentral,1,3,0.667
lloydssoccer,0,1,1.0
americansole,0,2,1.0
behuetiful,0,1,1.0
1800flowers,7,45,0.844
webdomain,0,1,1.0
justflowers,0,2,1.0
welovebigbrother,0,2,1.0
stylinonline,0,7,1.0
padalily,0,1,1.0
americanplaque,0,1,1.0
jcox8797,0,1,1.0
supercuts,0,3,1.0
toyteclifts,0,1,1.0
justdeals,1,3,0.667
londonpass,1,2,0.5
picturesongold,0,1,1.0
hawaiiankinestuff,0,1,1.0
herbmark,0,1,1.0
furniturecrate,1,1,0.0
croscilloutlet,1,1,0.0
64,0,1,1.0
65,0,2,1.0
66,0,1,1.0
sirbeauris,0,1,1.0
epcc,0,1,1.0
notafan,0,2,1.0
eileenshields,0,1,1.0
cabinetparts,0,3,1.0
canadianappliancesource,0,1,1.0
broadwaybox,0,2,1.0
whyville,0,1,1.0
jenifersdesignercloset,0,1,1.0
onlyslippers,0,1,1.0
vtechphones,0,1,1.0
freeverse,0,1,1.0
fallmagazines,0,1,1.0
freedomlingerie,0,1,1.0
replaceyourcell,0,1,1.0
myaccount,0,29,1.0
mosoap,0,1,1.0
jojolovesyou,0,2,1.0
artfire,0,3,1.0
keynotepro,0,3,1.0
mandinez,0,1,1.0
birthdaymania,0,1,1.0
manpacks,0,1,1.0
ezekiel,0,1,1.0
economytravel,0,2,1.0
hotslots132,0,2,1.0
spirit,1,1,0.0
doubletree,0,6,1.0
gourmetmikes,0,1,1.0
kaufman,0,1,1.0
kilejler,0,1,1.0
ncsoft,0,1,1.0
kusmitea,0,1,1.0
wrightstuff,0,2,1.0
newstargames,0,1,1.0
kidrobot,0,4,1.0
weddingchannelstore,0,1,1.0
andshine,0,1,1.0
emazinglights,2,10,0.8
slickwraps,1,1,0.0
lkbennett,0,2,1.0
pricepoint,1,3,0.667
mygtech,0,1,1.0
beltbuckleshop,1,1,0.0
swingseat,0,1,1.0
ecigsunlimited,0,2,1.0
teapartyemporium,0,1,1.0
belleamebathandbody,0,1,1.0
porterpaints,0,1,1.0
guiadomarceneiro,0,1,1.0
measureup,0,1,1.0
angara,0,1,1.0
livrariasaraiva,0,1,1.0
mountainchalets,0,2,1.0
ameswalker,0,1,1.0
petscriptions,0,1,1.0
fleecefootwear,1,1,0.0
mushbox,0,1,1.0
v2cigarette,0,1,1.0
finishline,16,64,0.75
rivalus,0,1,1.0
birthdayboutique,0,1,1.0
transpanish,0,1,1.0
miamiseaquarium,0,1,1.0
brassandsilvertraditions,0,1,1.0
funlovingpets,0,1,1.0
jojoelle,0,1,1.0
events,0,5,1.0
buyz,0,1,1.0
homestarrunner,0,2,1.0
capssupplier,0,1,1.0
winderfarms,0,1,1.0
modells,6,11,0.455
incensebeauty,0,1,1.0
oathealth,0,1,1.0
juniorscheesecake,0,4,1.0
thepopscener,0,1,1.0
stainmaster,0,1,1.0
mkzbooks,0,1,1.0
180s,0,2,1.0
ozonezips,1,2,0.5
traditionsjewishgifts,0,1,1.0
atkins,2,5,0.6
cheapoair,3,27,0.889
whoareyadesigns,0,1,1.0
saveonresorts,0,1,1.0
nofear,1,1,0.0
fusionbeads,0,3,1.0
pettagsdirect,0,2,1.0
stumpsprom,0,2,1.0
kingdomofswords,0,1,1.0
abeka,0,1,1.0
therobinsnestbooks,0,1,1.0
ocs,0,1,1.0
budgetpetcare,0,3,1.0
katiewilliams,0,1,1.0
mxenergy,1,1,0.0
legalbud,0,2,1.0
theskepticalnutritionist,0,1,1.0
lensway,0,3,1.0
homedecoratorsoutlet,0,1,1.0
petsmountain,0,1,1.0
luminessair,0,1,1.0
nunoorganic,0,1,1.0
fineoperaglasses,0,1,1.0
dreamlandjewelry,0,4,1.0
reimage,0,1,1.0
fremontedc,0,1,1.0
soapyusa,0,1,1.0
storesupply,0,1,1.0
karmadesigns,0,1,1.0
nationalrunningcenter,0,2,1.0
blueoxjerky,0,1,1.0
modbabyboutique,0,1,1.0
fodors,0,1,1.0
lunchskins,0,2,1.0
csnbaby,0,4,1.0
blog,2,5,0.6
fastclass,0,1,1.0
pwonline,0,1,1.0
scrapbook,0,2,1.0
prepaidwireless,0,1,1.0
mountainnaturals,0,1,1.0
iflorist,0,2,1.0
obagideals,0,1,1.0
pacificplex,0,2,1.0
rapidswaterpark,1,2,0.5
flipvideostore,0,1,1.0
claflinequip,0,1,1.0
smithsonianstore,0,1,1.0
BargainCell,0,1,1.0
ericklinger,0,1,1.0
gameroomden,0,1,1.0
homevillage,0,1,1.0
salestores,0,1,1.0
yoyonation,0,2,1.0
grandcanyonwest,0,1,1.0
thekratomking,0,1,1.0
etriarco,0,1,1.0
daisylu,0,2,1.0
artscroll,0,1,1.0
gmcorner,0,1,1.0
furniture,0,2,1.0
lockpicks,0,4,1.0
justpaperroses,0,1,1.0
busybodybook,0,1,1.0
bonamart,0,2,1.0
wiggle,1,5,0.8
pixelgirlshop,0,1,1.0
poshpuppy,0,3,1.0
durablekicks,0,1,1.0
nokero,0,1,1.0
deliaonline,0,1,1.0
currentcatalog,4,9,0.556
nmlbeefjerky,2,3,0.333
neutrogena,1,2,0.5
congamasterclass,0,1,1.0
outdoorfurnituregallery,0,1,1.0
affordablepup,0,1,1.0
joshsfrogs,0,1,1.0
beallsflorida,0,5,1.0
sublet,0,2,1.0
comlax,1,2,0.5
earringsnation,0,2,1.0
babyganics,0,2,1.0
mymagazinedeal,0,1,1.0
lifetouchseniorportraits,0,3,1.0
netequestrian,0,1,1.0
tenayalodge,0,2,1.0
learcapital,0,4,1.0
betterbraces,0,3,1.0
swarovskicrystal,0,1,1.0
kingashoes,0,1,1.0
tdffashion,0,1,1.0
pooltables,0,1,1.0
aspenleafspa,0,2,1.0
wimdu,0,2,1.0
mooo,0,1,1.0
physicianformulas,0,1,1.0
mophie,0,3,1.0
kqzyfj,0,1,1.0
garlicjims,4,7,0.429
pictage,0,1,1.0
powgloves,0,1,1.0
melangeapothecary,0,1,1.0
federalreserve,0,1,1.0
houstonzoo,1,3,0.667
phaidon,0,1,1.0
globalrace,0,3,1.0
cuffsmart,0,1,1.0
easytobook,0,1,1.0
quikbook,0,2,1.0
dynomighty,1,5,0.8
casciointerstatemusic,0,1,1.0
snapitdigital,0,1,1.0
longtermparking,0,2,1.0
goodbyeticket,0,2,1.0
lcpharmacy,0,2,1.0
hythane,0,1,1.0
atasteoftiffany,0,1,1.0
ivlproducts,0,2,1.0
planetdog,0,1,1.0
labelcity,0,1,1.0
wetakethecake,1,1,0.0
eurostylelighting,0,1,1.0
oo,0,3,1.0
powerballs,0,1,1.0
heartratemonitorusa,0,1,1.0
dvdplay,0,1,1.0
feelgreat,0,1,1.0
bakersshoes,2,17,0.882
drpepper,1,5,0.8
moosoft,0,1,1.0
mediweightlossclinics,0,3,1.0
tallmenshoes,0,3,1.0
residencystatement,0,1,1.0
designtoscano,0,1,1.0
fabulousfurs,1,4,0.75
domainsatcost,0,1,1.0
shockwarehouse,0,2,1.0
betterthanpants,0,2,1.0
pearlsofjoy,0,1,1.0
flemingssteakhouse,0,3,1.0
logler,0,1,1.0
infusium,0,1,1.0
winestuff,0,1,1.0
nutsonline,0,4,1.0
burton,2,6,0.667
cleansweepsupply,0,1,1.0
lensdirect,0,1,1.0
foxhead,1,4,0.75
stacistoys4fun,0,1,1.0
jamster,0,1,1.0
madregear,0,2,1.0
montecarlo,3,4,0.25
freehdtranny,0,1,1.0
justdoughit,0,1,1.0
hayneedle,7,17,0.588
trademarkcarts,0,1,1.0
budk,2,10,0.8
beauticontrol,0,2,1.0
drnatura,0,1,1.0
ehi,0,1,1.0
speedousa,1,1,0.0
alaskaair,3,16,0.813
kgstickets,0,1,1.0
mcsports,0,4,1.0
beautyhabit,0,2,1.0
chefscatalog,0,4,1.0
carolynsfacialfitness,0,1,1.0
restorationhardware,3,19,0.842
hifisoundconnection,0,2,1.0
discountaspnet,0,1,1.0
krmtyres,0,1,1.0
costco,5,42,0.881
humorverse,0,1,1.0
medifastself,0,1,1.0
crosman,0,1,1.0
groundlings,0,1,1.0
enjoytheriderewards,1,3,0.667
cvarcy,0,1,1.0
podcastanswerman,0,1,1.0
rexcraft,0,1,1.0
bowlbrunswick,1,1,0.0
gudisaromatherapy,0,1,1.0
losangelessouvenirs,0,1,1.0
ifixit,0,3,1.0
nvwizkhalifaworcester,0,1,1.0
celebratinghome,0,2,1.0
fastfloor,0,1,1.0
designtorget,0,1,1.0
edaville,1,2,0.5
tikihutcoffee,1,2,0.5
adamssoap,0,1,1.0
greatskate,0,3,1.0
dswshoes,0,1,1.0
janenorman,0,2,1.0
magalibag,0,1,1.0
acer,0,2,1.0
chukar,0,1,1.0
cookies,1,1,0.0
heartypet,2,2,0.0
minimania,0,2,1.0
bodiesinmotionwithgilad,0,1,1.0
igs,0,1,1.0
animoto,1,7,0.857
boaterexam,1,2,0.5
glofgiftsetc,0,1,1.0
moccasinhouse,0,3,1.0
littleblind,0,1,1.0
campusbookrentals,4,8,0.5
ige,0,2,1.0
myworldcoffee,0,1,1.0
5,0,2,1.0
igo,0,1,1.0
harveys,0,1,1.0
hungbythread,0,1,1.0
babylon,0,1,1.0
panerabread,0,1,1.0
crystalspringsbooks,0,1,1.0
whitecastle,0,5,1.0
letsshop,0,1,1.0
keaphoto,0,1,1.0
hostparlor,0,1,1.0
sealifeparkhawaii,0,2,1.0
authenticjobs,0,2,1.0
topshop,6,15,0.6
zhljerry,0,2,1.0
cigarplace,0,1,1.0
cb2,1,13,0.923
tapout,0,1,1.0
adamevetoys,9,51,0.824
iboyds,0,2,1.0
head2toebeauty,0,2,1.0
mayberryjewels,0,1,1.0
flexjobs,0,4,1.0
indiemerchstore,0,3,1.0
apbclothing,0,1,1.0
gadgetshieldz,0,1,1.0
nurserydepot,0,1,1.0
hygeniccorp,0,1,1.0
bedandbath,0,1,1.0
sexydeesadultdepot,0,1,1.0
giftpens,0,1,1.0
superherostuff,0,1,1.0
entirelypets,1,5,0.8
gianostore,0,1,1.0
earringplanet,0,1,1.0
jlifeinternational,0,1,1.0
sheplersferry,1,1,0.0
fructusartis,0,1,1.0
