Coupon,Num. Of Clicks,Min Time,Min-Clicks,Max Time,Max-Clicks,Mean,Meadian,Std. Dev
2851417,3,45,3,45,3,45.0,45,0.0
S198855,1,47,1,47,1,47.0,47.0,0.0
2486172,1,11,1,11,1,11.0,11.0,0.0
2424379,2,13,1,13,1,12.0,12.5,0.707
1568367,1,15,1,15,1,15.0,15.0,0.0
1860318,1,18,1,18,1,18.0,18.0,0.0
S136438,1,42,1,42,1,42.0,42.0,0.0
2103425,1,01,1,01,1,1.0,1.0,0.0
2730853,2,18,1,18,1,32.0,32.5,14.509
S175730,2,01,1,01,1,2.0,2.5,1.581
2777893,1,38,1,38,1,38.0,38.0,0.0
2847292,3,39,1,39,1,37.0,39,16.391
2824981,4,26,1,52,2,37.0,39.0,14.663
2756818,1,34,1,34,1,34.0,34.0,0.0
2822973,7,13,1,13,1,23.0,19,18.424
2835023,3,54,1,54,1,51.0,51,2.082
2483697,4,20,1,26,2,22.0,23.0,3.905
S254923,1,36,1,36,1,36.0,36.0,0.0
2100533,1,42,1,42,1,42.0,42.0,0.0
2791036,1,47,1,47,1,47.0,47.0,0.0
2290264,2,36,2,36,2,36.0,36.0,0.0
2762508,1,39,1,39,1,39.0,39.0,0.0
2799440,3,19,1,19,1,13.0,14,5.354
2475868,1,58,1,58,1,58.0,58.0,0.0
2837005,1,55,1,55,1,55.0,55.0,0.0
2842540,1,52,1,52,1,52.0,52.0,0.0
2161902,5,11,1,11,1,17.0,14,11.082
1828483,1,12,1,12,1,12.0,12.0,0.0
1607588,2,02,1,02,1,27.0,27.5,25.505
S150294,1,45,1,45,1,45.0,45.0,0.0
1851589,1,32,1,32,1,32.0,32.0,0.0
2835258,4,38,1,18,2,30.0,28.0,12.659
2787848,1,38,1,38,1,38.0,38.0,0.0
2770998,1,33,1,33,1,33.0,33.0,0.0
1513019,2,28,2,28,2,28.0,28.0,0.0
1190250,1,30,1,30,1,30.0,30.0,0.0
2571870,1,13,1,13,1,13.0,13.0,0.0
2476405,1,17,1,17,1,17.0,17.0,0.0
2733674,1,18,1,18,1,18.0,18.0,0.0
2752946,10,15,1,29,2,33.0,30.0,12.566
1311386,1,14,1,14,1,14.0,14.0,0.0
2757077,2,12,1,12,1,14.0,14.5,2.55
2819458,1,43,1,43,1,43.0,43.0,0.0
2850687,1,48,1,48,1,48.0,48.0,0.0
2178964,1,44,1,44,1,44.0,44.0,0.0
2731636,1,54,1,54,1,54.0,54.0,0.0
2830296,4,51,1,42,2,46.0,46.0,4.272
2461465,1,04,1,04,1,4.0,4.0,0.0
2843932,4,55,1,55,1,22.0,16.0,20.748
2759725,51,30,1,01,3,28.0,31,18.188
2819372,1,03,1,03,1,3.0,3.0,0.0
2688195,1,16,1,16,1,16.0,16.0,0.0
1477325,1,34,1,34,1,34.0,34.0,0.0
2489450,1,17,1,17,1,17.0,17.0,0.0
2730981,1,03,1,03,1,3.0,3.0,0.0
1914578,2,27,2,27,2,27.0,27.0,0.0
939001,1,14,1,14,1,14.0,14.0,0.0
2668062,2,03,1,03,1,26.0,26.5,23.505
2754085,1,36,1,36,1,36.0,36.0,0.0
2332346,1,23,1,23,1,23.0,23.0,0.0
2849592,1,34,1,34,1,34.0,34.0,0.0
2841967,3,02,1,27,2,18.0,27,11.804
707757,1,46,1,46,1,46.0,46.0,0.0
552497,1,01,1,01,1,1.0,1.0,0.0
2611146,1,39,1,39,1,39.0,39.0,0.0
1948412,3,39,1,39,1,30.0,39,18.982
2044535,1,44,1,44,1,44.0,44.0,0.0
2194178,3,30,1,30,1,24.0,29,6.88
2842609,2,57,1,57,1,35.0,35.5,21.506
1704938,1,02,1,02,1,2.0,2.0,0.0
2736488,1,54,1,54,1,54.0,54.0,0.0
1238532,1,49,1,49,1,49.0,49.0,0.0
2800017,1,34,1,34,1,34.0,34.0,0.0
2535878,1,30,1,30,1,30.0,30.0,0.0
1456602,1,49,1,49,1,49.0,49.0,0.0
2848438,8,24,1,47,2,34.0,33.5,13.0
1799181,1,10,1,10,1,10.0,10.0,0.0
2849351,2,59,2,59,2,59.0,59.0,0.0
S136764,7,12,1,12,1,35.0,42,15.25
2729861,1,39,1,39,1,39.0,39.0,0.0
1183192,3,29,3,29,3,29.0,29,0.0
2770760,1,22,1,22,1,22.0,22.0,0.0
2843186,1,46,1,46,1,46.0,46.0,0.0
1122016,1,45,1,45,1,45.0,45.0,0.0
2620139,1,53,1,53,1,53.0,53.0,0.0
S136497,8,34,1,32,2,41.0,40.0,8.581
S136460,1,38,1,38,1,38.0,38.0,0.0
2809554,1,43,1,43,1,43.0,43.0,0.0
2553333,1,53,1,53,1,53.0,53.0,0.0
2037650,2,00,1,00,1,0.0,0.5,0.707
2465033,8,38,1,13,2,26.0,25.5,17.037
2727357,2,00,1,00,1,22.0,22.5,22.506
2433700,1,01,1,01,1,1.0,1.0,0.0
1068452,1,07,1,07,1,7.0,7.0,0.0
1384383,2,57,2,57,2,57.0,57.0,0.0
2845717,1,13,1,13,1,13.0,13.0,0.0
2611334,2,12,1,12,1,32.0,32.0,20.0
2787509,4,21,2,21,2,39.0,39.5,18.507
2839610,4,10,1,10,1,29.0,28.0,14.195
2164297,1,09,1,09,1,9.0,9.0,0.0
2845728,2,55,1,55,1,45.0,45.5,9.513
2841487,3,15,1,22,2,19.0,22,3.367
2844479,1,14,1,14,1,14.0,14.0,0.0
2848483,1,16,1,16,1,16.0,16.0,0.0
2362587,1,17,1,17,1,17.0,17.0,0.0
2772253,1,50,1,50,1,50.0,50.0,0.0
2792995,1,28,1,28,1,28.0,28.0,0.0
2850435,2,20,1,20,1,27.0,27.5,7.517
2837651,3,13,3,13,3,13.0,13,0.0
2517534,1,26,1,26,1,26.0,26.0,0.0
2837865,1,18,1,18,1,18.0,18.0,0.0
2714088,1,27,1,27,1,27.0,27.0,0.0
1946425,3,02,1,03,2,2.0,03,0.816
1673038,1,05,1,05,1,5.0,5.0,0.0
2060223,7,39,1,56,2,34.0,39,18.94
2281411,3,25,1,25,1,46.0,56,14.855
2697455,1,36,1,36,1,36.0,36.0,0.0
S177495,1,51,1,51,1,51.0,51.0,0.0
2831324,1,29,1,29,1,29.0,29.0,0.0
S146928,3,13,1,13,1,37.0,41,18.556
2834542,1,40,1,40,1,40.0,40.0,0.0
2747612,1,47,1,47,1,47.0,47.0,0.0
2758067,1,09,1,09,1,9.0,9.0,0.0
2774724,1,49,1,49,1,49.0,49.0,0.0
S157110,1,46,1,46,1,46.0,46.0,0.0
S168259,1,57,1,57,1,57.0,57.0,0.0
S144561,2,11,1,11,1,14.0,14.5,3.536
2846552,1,30,1,30,1,30.0,30.0,0.0
2846525,1,24,1,24,1,24.0,24.0,0.0
S201484,1,03,1,03,1,3.0,3.0,0.0
2788079,2,10,1,10,1,13.0,13.5,3.536
624546,2,24,1,24,1,35.0,35.0,11.0
1380360,1,37,1,37,1,37.0,37.0,0.0
2846478,1,42,1,42,1,42.0,42.0,0.0
2711736,1,39,1,39,1,39.0,39.0,0.0
2851931,1,34,1,34,1,34.0,34.0,0.0
2700169,1,53,1,53,1,53.0,53.0,0.0
2844006,1,28,1,28,1,28.0,28.0,0.0
2762416,2,55,1,55,1,36.0,36.5,18.507
1717556,5,11,1,11,1,16.0,09,16.162
2709815,1,46,1,46,1,46.0,46.0,0.0
1997046,1,34,1,34,1,34.0,34.0,0.0
S169362,3,10,1,10,1,28.0,36,13.026
2772136,1,09,1,09,1,9.0,9.0,0.0
2716897,5,47,1,47,1,39.0,37,11.602
2774604,1,46,1,46,1,46.0,46.0,0.0
1920694,1,17,1,17,1,17.0,17.0,0.0
919016,1,25,1,25,1,25.0,25.0,0.0
2192143,1,06,1,06,1,6.0,6.0,0.0
2160633,1,51,1,51,1,51.0,51.0,0.0
2612643,1,09,1,09,1,9.0,9.0,0.0
2507635,2,46,1,46,1,36.0,36.5,9.513
2753984,1,43,1,43,1,43.0,43.0,0.0
1575080,1,56,1,56,1,56.0,56.0,0.0
S152959,1,34,1,34,1,34.0,34.0,0.0
2810337,1,23,1,23,1,23.0,23.0,0.0
S146339,1,31,1,31,1,31.0,31.0,0.0
2602264,1,00,1,00,1,0.0,0.0,0.0
2680978,1,12,1,12,1,12.0,12.0,0.0
2818106,3,02,1,02,1,3.0,02,3.916
2178885,1,54,1,54,1,54.0,54.0,0.0
S137066,3,33,1,33,1,30.0,33,13.204
2849350,6,44,1,42,2,25.0,27.0,17.464
2564622,1,03,1,03,1,3.0,3.0,0.0
S175207,1,19,1,19,1,19.0,19.0,0.0
2545918,1,57,1,57,1,57.0,57.0,0.0
2785982,1,02,1,02,1,2.0,2.0,0.0
2731092,4,24,1,24,1,21.0,22.5,9.341
2851826,1,24,1,24,1,24.0,24.0,0.0
1904552,1,23,1,23,1,23.0,23.0,0.0
S142742,1,59,1,59,1,59.0,59.0,0.0
906536,2,31,1,31,1,36.0,36.0,5.0
S167057,1,03,1,03,1,3.0,3.0,0.0
2739397,1,40,1,40,1,40.0,40.0,0.0
S253018,1,10,1,10,1,10.0,10.0,0.0
2844494,1,11,1,11,1,11.0,11.0,0.0
2708516,5,19,1,19,1,26.0,21,17.544
2787497,1,26,1,26,1,26.0,26.0,0.0
2636494,1,34,1,34,1,34.0,34.0,0.0
2717788,2,56,2,56,2,56.0,56.0,0.0
1695005,1,10,1,10,1,10.0,10.0,0.0
2706421,1,14,1,14,1,14.0,14.0,0.0
2830013,2,45,1,45,1,40.0,40.0,5.0
2818890,1,00,1,00,1,0.0,0.0,0.0
2773168,2,06,1,06,1,13.0,13.5,7.517
2120121,1,36,1,36,1,36.0,36.0,0.0
2518968,1,20,1,20,1,20.0,20.0,0.0
S166965,1,38,1,38,1,38.0,38.0,0.0
2684400,1,16,1,16,1,16.0,16.0,0.0
2695205,1,11,1,11,1,11.0,11.0,0.0
2478136,1,59,1,59,1,59.0,59.0,0.0
627055,1,55,1,55,1,55.0,55.0,0.0
2795106,1,24,1,24,1,24.0,24.0,0.0
2466326,12,01,1,47,3,38.0,47.0,18.482
2769689,2,08,1,08,1,29.0,29.5,21.506
S136614,1,28,1,28,1,28.0,28.0,0.0
S150015,1,13,1,13,1,13.0,13.0,0.0
2825489,1,57,1,57,1,57.0,57.0,0.0
2845361,13,11,1,23,2,28.0,24,9.679
2697965,1,24,1,24,1,24.0,24.0,0.0
S213870,1,41,1,41,1,41.0,41.0,0.0
2772056,11,10,1,10,1,33.0,32,19.735
2799184,2,44,1,44,1,44.0,44.5,0.707
2828263,1,41,1,41,1,41.0,41.0,0.0
1881206,3,01,1,01,1,26.0,28,19.647
1322565,2,56,1,56,1,54.0,54.5,1.581
S136364,12,37,1,34,2,32.0,34.0,10.87
2794383,2,19,1,19,1,19.0,19.5,0.707
1852053,1,59,1,59,1,59.0,59.0,0.0
2667879,3,55,3,55,3,55.0,55,0.0
2794933,2,24,1,24,1,40.0,40.5,16.508
S159153,1,55,1,55,1,55.0,55.0,0.0
2776276,2,44,1,44,1,43.0,43.5,0.707
2733176,1,01,1,01,1,1.0,1.0,0.0
1858749,1,20,1,20,1,20.0,20.0,0.0
2134120,1,12,1,12,1,12.0,12.0,0.0
2837223,1,16,1,16,1,16.0,16.0,0.0
2800999,1,16,1,16,1,16.0,16.0,0.0
1324216,1,58,1,58,1,58.0,58.0,0.0
S158631,1,46,1,46,1,46.0,46.0,0.0
1948223,2,32,1,32,1,24.0,24.5,7.517
952752,1,17,1,17,1,17.0,17.0,0.0
2836583,1,13,1,13,1,13.0,13.0,0.0
S136346,1,20,1,20,1,20.0,20.0,0.0
2779259,1,58,1,58,1,58.0,58.0,0.0
S136339,1,03,1,03,1,3.0,3.0,0.0
2437948,1,07,1,07,1,7.0,7.0,0.0
2764968,1,13,1,13,1,13.0,13.0,0.0
1619580,1,08,1,08,1,8.0,8.0,0.0
2663916,1,05,1,05,1,5.0,5.0,0.0
2756956,1,38,1,38,1,38.0,38.0,0.0
2844850,3,05,3,05,3,5.0,05,0.0
2576535,2,24,1,24,1,24.0,24.5,0.707
S136594,1,27,1,27,1,27.0,27.0,0.0
2831390,2,19,1,19,1,15.0,15.5,3.536
2823640,1,01,1,01,1,1.0,1.0,0.0
S142548,1,06,1,06,1,6.0,6.0,0.0
2810477,15,06,1,25,2,27.0,25,16.162
2833899,1,41,1,41,1,41.0,41.0,0.0
1000332,1,57,1,57,1,57.0,57.0,0.0
2816706,1,27,1,27,1,27.0,27.0,0.0
2508335,1,13,1,13,1,13.0,13.0,0.0
2772628,1,50,1,50,1,50.0,50.0,0.0
2849206,2,09,1,09,1,7.0,7.5,1.581
S160179,1,52,1,52,1,52.0,52.0,0.0
S158465,1,37,1,37,1,37.0,37.0,0.0
2625952,1,39,1,39,1,39.0,39.0,0.0
1710849,1,58,1,58,1,58.0,58.0,0.0
2827835,1,04,1,04,1,4.0,4.0,0.0
1666331,1,52,1,52,1,52.0,52.0,0.0
2816732,2,35,1,35,1,34.0,34.5,0.707
2849676,1,50,1,50,1,50.0,50.0,0.0
2849681,3,30,1,30,1,28.0,30,19.227
1640459,1,40,1,40,1,40.0,40.0,0.0
558490,1,41,1,41,1,41.0,41.0,0.0
S153955,1,27,1,27,1,27.0,27.0,0.0
1651870,1,28,1,28,1,28.0,28.0,0.0
2827919,1,38,1,38,1,38.0,38.0,0.0
1325484,1,03,1,03,1,3.0,3.0,0.0
1483453,2,07,2,07,2,7.0,7.0,0.0
S145868,1,10,1,10,1,10.0,10.0,0.0
2841672,6,55,1,45,5,46.0,45.0,3.786
2730564,1,03,1,03,1,3.0,3.0,0.0
2492467,5,30,1,42,2,40.0,42,6.45
2815055,6,29,1,15,4,17.0,15.0,5.164
2827547,2,13,1,13,1,25.0,25.0,12.0
2108999,1,23,1,23,1,23.0,23.0,0.0
2076067,9,00,1,19,2,27.0,28,15.895
656005,1,17,1,17,1,17.0,17.0,0.0
2161904,3,51,1,51,1,39.0,51,17.935
2175177,1,09,1,09,1,9.0,9.0,0.0
2819407,3,59,1,06,2,23.0,06,24.993
1590182,1,15,1,15,1,15.0,15.0,0.0
1381682,1,45,1,45,1,45.0,45.0,0.0
2836871,5,18,1,36,2,31.0,36,9.96
2765837,1,25,1,25,1,25.0,25.0,0.0
1296608,1,30,1,30,1,30.0,30.0,0.0
1928744,1,35,1,35,1,35.0,35.0,0.0
S166762,1,41,1,41,1,41.0,41.0,0.0
2834602,1,04,1,04,1,4.0,4.0,0.0
448023,2,32,1,32,1,33.0,33.5,1.581
2782864,1,34,1,34,1,34.0,34.0,0.0
1699068,1,14,1,14,1,14.0,14.0,0.0
S157661,1,29,1,29,1,29.0,29.0,0.0
S145693,2,33,1,33,1,31.0,31.0,2.0
2765489,1,07,1,07,1,7.0,7.0,0.0
2460622,1,07,1,07,1,7.0,7.0,0.0
2430484,2,06,1,06,1,14.0,14.0,8.0
2509843,1,29,1,29,1,29.0,29.0,0.0
S227529,1,02,1,02,1,2.0,2.0,0.0
2478930,1,33,1,33,1,33.0,33.0,0.0
2801336,1,41,1,41,1,41.0,41.0,0.0
2459930,3,44,1,45,2,44.0,45,0.816
2750413,1,53,1,53,1,53.0,53.0,0.0
2646483,1,30,1,30,1,30.0,30.0,0.0
2202062,1,12,1,12,1,12.0,12.0,0.0
S142762,1,09,1,09,1,9.0,9.0,0.0
1505535,1,43,1,43,1,43.0,43.0,0.0
S137647,7,00,1,09,2,20.0,22,13.995
2727763,1,23,1,23,1,23.0,23.0,0.0
2634837,1,07,1,07,1,7.0,7.0,0.0
2805123,2,47,1,47,1,37.0,37.5,9.513
1828864,3,50,1,50,1,40.0,41,8.602
2750058,23,24,1,12,2,25.0,24,15.73
2659405,1,36,1,36,1,36.0,36.0,0.0
2850609,1,58,1,58,1,58.0,58.0,0.0
2787596,1,47,1,47,1,47.0,47.0,0.0
S205210,2,33,2,33,2,33.0,33.0,0.0
1857309,1,39,1,39,1,39.0,39.0,0.0
1480111,1,33,1,33,1,33.0,33.0,0.0
S262087,1,28,1,28,1,28.0,28.0,0.0
1817799,1,07,1,07,1,7.0,7.0,0.0
2805695,19,11,1,26,2,34.0,32,17.009
2759055,2,57,1,57,1,47.0,47.0,10.0
2801098,1,46,1,46,1,46.0,46.0,0.0
2623468,1,39,1,39,1,39.0,39.0,0.0
1826066,1,37,1,37,1,37.0,37.0,0.0
2614424,1,29,1,29,1,29.0,29.0,0.0
2850632,5,36,1,25,2,37.0,36,11.269
2716550,1,23,1,23,1,23.0,23.0,0.0
2849405,2,42,1,42,1,45.0,45.5,3.536
2847610,1,53,1,53,1,53.0,53.0,0.0
2851614,6,19,1,25,2,21.0,23.5,7.141
S138869,1,52,1,52,1,52.0,52.0,0.0
2759160,2,44,1,44,1,32.0,32.5,11.511
2828213,1,41,1,41,1,41.0,41.0,0.0
2109297,1,12,1,12,1,12.0,12.0,0.0
2727594,2,02,1,02,1,9.0,9.5,7.517
2834446,2,12,2,12,2,12.0,12.0,0.0
2025770,1,48,1,48,1,48.0,48.0,0.0
S189721,1,04,1,04,1,4.0,4.0,0.0
S270448,1,35,1,35,1,35.0,35.0,0.0
S213984,2,29,2,29,2,29.0,29.0,0.0
S159162,1,22,1,22,1,22.0,22.0,0.0
2851481,1,20,1,20,1,20.0,20.0,0.0
2851436,54,07,1,48,4,30.0,29.5,17.882
S136953,1,15,1,15,1,15.0,15.0,0.0
S136688,5,33,1,33,1,18.0,22,13.594
S233463,1,53,1,53,1,53.0,53.0,0.0
2123772,1,53,1,53,1,53.0,53.0,0.0
2836626,19,38,1,11,2,33.0,35,14.763
2792864,2,11,1,11,1,10.0,10.0,1.0
S272873,1,22,1,22,1,22.0,22.0,0.0
2800427,1,01,1,01,1,1.0,1.0,0.0
2057600,1,59,1,59,1,59.0,59.0,0.0
S156189,1,24,1,24,1,24.0,24.0,0.0
2765134,3,19,1,19,1,23.0,20,5.944
S179816,1,45,1,45,1,45.0,45.0,0.0
2645831,2,27,1,27,1,32.0,32.5,5.523
1572395,1,52,1,52,1,52.0,52.0,0.0
2817747,5,24,1,24,1,22.0,24,14.156
2743735,1,32,1,32,1,32.0,32.0,0.0
2750374,1,57,1,57,1,57.0,57.0,0.0
2739108,1,01,1,01,1,1.0,1.0,0.0
2818984,15,24,1,38,2,30.0,35,16.017
1900594,2,47,1,47,1,44.0,44.5,2.55
2534629,2,48,1,48,1,26.0,26.5,21.506
2685204,1,42,1,42,1,42.0,42.0,0.0
1483717,1,27,1,27,1,27.0,27.0,0.0
S149960,1,20,1,20,1,20.0,20.0,0.0
2726320,1,17,1,17,1,17.0,17.0,0.0
2815076,1,38,1,38,1,38.0,38.0,0.0
2765085,1,52,1,52,1,52.0,52.0,0.0
2060225,3,30,1,30,1,33.0,34,2.944
2840101,1,50,1,50,1,50.0,50.0,0.0
2843794,1,27,1,27,1,27.0,27.0,0.0
S148223,1,48,1,48,1,48.0,48.0,0.0
2848745,1,38,1,38,1,38.0,38.0,0.0
2790441,5,59,1,59,1,30.0,38,20.015
S136448,4,46,1,46,1,32.0,32.5,10.062
2810608,3,55,1,55,1,20.0,04,24.779
2688169,1,30,1,30,1,30.0,30.0,0.0
S143016,2,07,1,07,1,23.0,23.5,16.508
2714556,1,39,1,39,1,39.0,39.0,0.0
2731725,1,30,1,30,1,30.0,30.0,0.0
1844667,2,13,1,13,1,32.0,32.5,19.506
1638943,2,24,1,24,1,24.0,24.5,0.707
2747293,2,40,1,40,1,31.0,31.5,8.515
2477233,1,00,1,00,1,0.0,0.0,0.0
2534257,1,55,1,55,1,55.0,55.0,0.0
2842237,3,44,1,23,2,30.0,23,9.899
2479516,1,09,1,09,1,9.0,9.0,0.0
S208246,1,19,1,19,1,19.0,19.0,0.0
2839266,2,13,1,13,1,14.0,14.0,1.0
2787292,1,50,1,50,1,50.0,50.0,0.0
2845019,1,56,1,56,1,56.0,56.0,0.0
S138883,1,59,1,59,1,59.0,59.0,0.0
2148617,1,43,1,43,1,43.0,43.0,0.0
2617586,1,59,1,59,1,59.0,59.0,0.0
2317273,1,22,1,22,1,22.0,22.0,0.0
2805555,1,11,1,11,1,11.0,11.0,0.0
2780206,2,44,1,44,1,33.0,33.5,10.512
S159357,2,55,1,55,1,43.0,43.5,11.511
2127516,2,14,2,14,2,14.0,14.0,0.0
1978861,5,25,1,25,1,27.0,29,11.072
2726956,14,13,1,56,2,35.0,37.5,18.048
2727286,1,14,1,14,1,14.0,14.0,0.0
2780549,3,00,1,00,1,20.0,12,21.323
2651056,1,47,1,47,1,47.0,47.0,0.0
2834591,1,05,1,05,1,5.0,5.0,0.0
2715169,1,25,1,25,1,25.0,25.0,0.0
1002808,1,56,1,56,1,56.0,56.0,0.0
2839129,2,41,1,41,1,46.0,46.5,5.523
435552,1,55,1,55,1,55.0,55.0,0.0
2842410,2,01,1,01,1,25.0,25.0,24.0
2837439,1,05,1,05,1,5.0,5.0,0.0
998631,1,27,1,27,1,27.0,27.0,0.0
2092547,1,38,1,38,1,38.0,38.0,0.0
1929846,2,47,1,47,1,23.0,23.5,23.505
2837361,1,02,1,02,1,2.0,2.0,0.0
S144472,1,56,1,56,1,56.0,56.0,0.0
2842567,1,53,1,53,1,53.0,53.0,0.0
2750013,2,11,1,11,1,12.0,12.0,1.0
1869698,1,52,1,52,1,52.0,52.0,0.0
2610001,3,24,1,24,1,24.0,24,1.826
S144713,2,03,1,03,1,31.0,31.0,28.0
2846766,1,22,1,22,1,22.0,22.0,0.0
S136341,2,57,1,57,1,49.0,49.5,7.517
2816768,6,54,1,59,2,52.0,58.0,12.268
2825870,1,45,1,45,1,45.0,45.0,0.0
1901673,1,08,1,08,1,8.0,8.0,0.0
2437061,2,24,1,24,1,30.0,30.5,6.519
2825682,1,24,1,24,1,24.0,24.0,0.0
2589079,1,48,1,48,1,48.0,48.0,0.0
1883543,1,14,1,14,1,14.0,14.0,0.0
S231668,1,08,1,08,1,8.0,8.0,0.0
1482924,1,43,1,43,1,43.0,43.0,0.0
2839143,4,50,1,48,2,37.0,48.0,18.941
S160205,1,38,1,38,1,38.0,38.0,0.0
2774559,1,01,1,01,1,1.0,1.0,0.0
2851274,3,45,1,45,1,38.0,35,4.967
S186464,1,13,1,13,1,13.0,13.0,0.0
2826259,1,09,1,09,1,9.0,9.0,0.0
2797960,1,37,1,37,1,37.0,37.0,0.0
2095585,4,46,1,46,1,34.0,31.0,19.066
2706609,1,37,1,37,1,37.0,37.0,0.0
1625607,1,32,1,32,1,32.0,32.0,0.0
1941574,1,18,1,18,1,18.0,18.0,0.0
S151121,1,27,1,27,1,27.0,27.0,0.0
2012976,1,01,1,01,1,1.0,1.0,0.0
2536526,1,21,1,21,1,21.0,21.0,0.0
2549781,1,27,1,27,1,27.0,27.0,0.0
2779792,1,58,1,58,1,58.0,58.0,0.0
687216,2,18,1,18,1,17.0,17.5,0.707
2651539,1,12,1,12,1,12.0,12.0,0.0
S193446,1,36,1,36,1,36.0,36.0,0.0
2730706,1,58,1,58,1,58.0,58.0,0.0
S165754,1,36,1,36,1,36.0,36.0,0.0
2850992,2,51,1,51,1,34.0,34.0,17.0
2727089,2,14,1,14,1,10.0,10.5,3.536
2680502,1,51,1,51,1,51.0,51.0,0.0
2840595,1,53,1,53,1,53.0,53.0,0.0
2796593,1,18,1,18,1,18.0,18.0,0.0
907378,1,18,1,18,1,18.0,18.0,0.0
S221026,1,33,1,33,1,33.0,33.0,0.0
2565385,1,19,1,19,1,19.0,19.0,0.0
2844943,16,02,1,13,2,29.0,36.5,18.69
2832724,4,12,1,56,2,34.0,34.5,21.754
2007675,3,11,1,43,2,32.0,43,15.089
2665970,1,38,1,38,1,38.0,38.0,0.0
2787516,1,14,1,14,1,14.0,14.0,0.0
2706944,1,58,1,58,1,58.0,58.0,0.0
1385582,1,16,1,16,1,16.0,16.0,0.0
2837557,1,40,1,40,1,40.0,40.0,0.0
307103,1,55,1,55,1,55.0,55.0,0.0
2774333,1,48,1,48,1,48.0,48.0,0.0
2767656,1,39,1,39,1,39.0,39.0,0.0
2087062,1,24,1,24,1,24.0,24.0,0.0
2825752,1,05,1,05,1,5.0,5.0,0.0
1191280,1,18,1,18,1,18.0,18.0,0.0
S137608,1,11,1,11,1,11.0,11.0,0.0
2680437,1,18,1,18,1,18.0,18.0,0.0
2026506,1,54,1,54,1,54.0,54.0,0.0
2849259,1,37,1,37,1,37.0,37.0,0.0
844953,1,04,1,04,1,4.0,4.0,0.0
2699441,1,27,1,27,1,27.0,27.0,0.0
2706679,2,14,2,14,2,14.0,14.0,0.0
2851460,4,56,1,39,2,44.0,40.5,7.036
1598316,1,00,1,00,1,0.0,0.0,0.0
2155608,3,45,1,02,2,16.0,02,20.273
S164133,1,22,1,22,1,22.0,22.0,0.0
S136344,1,13,1,13,1,13.0,13.0,0.0
1808553,1,47,1,47,1,47.0,47.0,0.0
2821879,3,46,1,46,1,40.0,40,4.509
1850630,7,47,1,07,4,13.0,07,14.092
2805721,3,59,1,35,2,43.0,35,11.314
1849849,1,44,1,44,1,44.0,44.0,0.0
1257260,1,23,1,23,1,23.0,23.0,0.0
2844418,8,58,1,38,4,33.0,38.0,15.399
2534688,2,27,2,27,2,27.0,27.0,0.0
2850031,1,09,1,09,1,9.0,9.0,0.0
2835349,1,35,1,35,1,35.0,35.0,0.0
2708826,1,22,1,22,1,22.0,22.0,0.0
2849674,6,22,1,55,2,45.0,54.0,12.987
2701377,1,45,1,45,1,45.0,45.0,0.0
2480568,4,02,1,02,1,26.0,31.0,16.696
S159773,1,57,1,57,1,57.0,57.0,0.0
2846564,1,55,1,55,1,55.0,55.0,0.0
2643726,1,49,1,49,1,49.0,49.0,0.0
1386399,1,53,1,53,1,53.0,53.0,0.0
1760700,1,48,1,48,1,48.0,48.0,0.0
2712408,1,17,1,17,1,17.0,17.0,0.0
2851138,1,57,1,57,1,57.0,57.0,0.0
2725641,1,32,1,32,1,32.0,32.0,0.0
2615486,2,00,1,00,1,10.0,10.0,10.0
2482724,1,30,1,30,1,30.0,30.0,0.0
2281694,3,33,1,33,1,30.0,29,2.16
2772640,3,02,1,11,2,8.0,11,4.243
2841670,2,01,1,01,1,29.0,29.5,28.504
S222459,1,17,1,17,1,17.0,17.0,0.0
2471577,1,22,1,22,1,22.0,22.0,0.0
2035499,1,59,1,59,1,59.0,59.0,0.0
2647771,1,15,1,15,1,15.0,15.0,0.0
1915846,1,08,1,08,1,8.0,8.0,0.0
2819051,5,08,1,06,2,20.0,08,17.447
S153729,1,38,1,38,1,38.0,38.0,0.0
632205,1,45,1,45,1,45.0,45.0,0.0
1563877,2,51,1,51,1,36.0,36.0,15.0
2478271,2,02,1,02,1,3.0,3.0,1.0
2799557,1,28,1,28,1,28.0,28.0,0.0
2476409,3,34,1,34,1,24.0,23,7.789
315665,3,24,1,24,1,17.0,17,5.715
2817928,3,24,1,24,1,38.0,41,11.165
2819354,1,48,1,48,1,48.0,48.0,0.0
905148,1,19,1,19,1,19.0,19.0,0.0
2818118,1,12,1,12,1,12.0,12.0,0.0
2782862,1,28,1,28,1,28.0,28.0,0.0
2803997,1,35,1,35,1,35.0,35.0,0.0
2003710,1,34,1,34,1,34.0,34.0,0.0
2573913,1,57,1,57,1,57.0,57.0,0.0
S217229,2,24,1,24,1,23.0,23.5,0.707
2851907,4,12,1,12,1,33.0,34.0,15.124
2767412,2,11,1,11,1,29.0,29.5,18.507
2093235,1,23,1,23,1,23.0,23.0,0.0
S201264,1,18,1,18,1,18.0,18.0,0.0
2844045,2,46,1,46,1,42.0,42.5,3.536
S251825,1,46,1,46,1,46.0,46.0,0.0
2843796,1,03,1,03,1,3.0,3.0,0.0
1844187,1,41,1,41,1,41.0,41.0,0.0
2767347,4,24,1,24,1,20.0,21.0,4.796
2115741,1,54,1,54,1,54.0,54.0,0.0
794533,1,13,1,13,1,13.0,13.0,0.0
